displayName,description,datatype,patientAttribute,priority,clinicalAttributeId,studyId
"11p Status","Chromosome Arm-Calls: 11p","STRING",false,"1","STATUS_11P","ucs_tcga_pan_can_atlas_2018"
"11q Status","Chromosome Arm-Calls: 11q","STRING",false,"1","STATUS_11Q","ucs_tcga_pan_can_atlas_2018"
"12p Status","Chromosome Arm-Calls: 12p","STRING",false,"1","STATUS_12P","ucs_tcga_pan_can_atlas_2018"
"12q Status","Chromosome Arm-Calls: 12q","STRING",false,"1","STATUS_12Q","ucs_tcga_pan_can_atlas_2018"
"13 (13q) Status","Chromosome Arm-Calls: 13 (13q)","STRING",false,"1","STATUS_13_13Q","ucs_tcga_pan_can_atlas_2018"
"14 (14q) Status","Chromosome Arm-Calls: 14 (14q)","STRING",false,"1","STATUS_14_14Q","ucs_tcga_pan_can_atlas_2018"
"15 (15q) Status","Chromosome Arm-Calls: 15 (15q)","STRING",false,"1","STATUS_15_15Q","ucs_tcga_pan_can_atlas_2018"
"16p Status","Chromosome Arm-Calls: 16p","STRING",false,"1","STATUS_16P","ucs_tcga_pan_can_atlas_2018"
"16q Status","Chromosome Arm-Calls: 16q","STRING",false,"1","STATUS_16Q","ucs_tcga_pan_can_atlas_2018"
"17p Status","Chromosome Arm-Calls: 17p","STRING",false,"1","STATUS_17P","ucs_tcga_pan_can_atlas_2018"
"17q Status","Chromosome Arm-Calls: 17q","STRING",false,"1","STATUS_17Q","ucs_tcga_pan_can_atlas_2018"
"18p Status","Chromosome Arm-Calls: 18p","STRING",false,"1","STATUS_18P","ucs_tcga_pan_can_atlas_2018"
"18q Status","Chromosome Arm-Calls: 18q","STRING",false,"1","STATUS_18Q","ucs_tcga_pan_can_atlas_2018"
"19p Status","Chromosome Arm-Calls: 19p","STRING",false,"1","STATUS_19P","ucs_tcga_pan_can_atlas_2018"
"19q Status","Chromosome Arm-Calls: 19q","STRING",false,"1","STATUS_19Q","ucs_tcga_pan_can_atlas_2018"
"1p Status","Chromosome Arm-Calls: 1p","STRING",false,"1","STATUS_1P","ucs_tcga_pan_can_atlas_2018"
"1q Status","Chromosome Arm-Calls: 1q","STRING",false,"1","STATUS_1Q","ucs_tcga_pan_can_atlas_2018"
"20p Status","Chromosome Arm-Calls: 20p","STRING",false,"1","STATUS_20P","ucs_tcga_pan_can_atlas_2018"
"20q Status","Chromosome Arm-Calls: 20q","STRING",false,"1","STATUS_20Q","ucs_tcga_pan_can_atlas_2018"
"21 (21q) Status","Chromosome Arm-Calls: 21 (21q)","STRING",false,"1","STATUS_21_21Q","ucs_tcga_pan_can_atlas_2018"
"22 (22q) Status","Chromosome Arm-Calls: 22 (22q)","STRING",false,"1","STATUS_22_22Q","ucs_tcga_pan_can_atlas_2018"
"2p Status","Chromosome Arm-Calls: 2p","STRING",false,"1","STATUS_2P","ucs_tcga_pan_can_atlas_2018"
"2q Status","Chromosome Arm-Calls: 2q","STRING",false,"1","STATUS_2Q","ucs_tcga_pan_can_atlas_2018"
"3p Status","Chromosome Arm-Calls: 3p","STRING",false,"1","STATUS_3P","ucs_tcga_pan_can_atlas_2018"
"3q Status","Chromosome Arm-Calls: 3q","STRING",false,"1","STATUS_3Q","ucs_tcga_pan_can_atlas_2018"
"4p Status","Chromosome Arm-Calls: 4p","STRING",false,"1","STATUS_4P","ucs_tcga_pan_can_atlas_2018"
"4q Status","Chromosome Arm-Calls: 4q","STRING",false,"1","STATUS_4Q","ucs_tcga_pan_can_atlas_2018"
"5p Status","Chromosome Arm-Calls: 5p","STRING",false,"1","STATUS_5P","ucs_tcga_pan_can_atlas_2018"
"5q Status","Chromosome Arm-Calls: 5q","STRING",false,"1","STATUS_5Q","ucs_tcga_pan_can_atlas_2018"
"6p Status","Chromosome Arm-Calls: 6p","STRING",false,"1","STATUS_6P","ucs_tcga_pan_can_atlas_2018"
"6q Status","Chromosome Arm-Calls: 6q","STRING",false,"1","STATUS_6Q","ucs_tcga_pan_can_atlas_2018"
"7p Status","Chromosome Arm-Calls: 7p","STRING",false,"1","STATUS_7P","ucs_tcga_pan_can_atlas_2018"
"7q Status","Chromosome Arm-Calls: 7q","STRING",false,"1","STATUS_7Q","ucs_tcga_pan_can_atlas_2018"
"8p Status","Chromosome Arm-Calls: 8p","STRING",false,"1","STATUS_8P","ucs_tcga_pan_can_atlas_2018"
"8q Status","Chromosome Arm-Calls: 8q","STRING",false,"1","STATUS_8Q","ucs_tcga_pan_can_atlas_2018"
"9p Status","Chromosome Arm-Calls: 9p","STRING",false,"1","STATUS_9P","ucs_tcga_pan_can_atlas_2018"
"9q Status","Chromosome Arm-Calls: 9q","STRING",false,"1","STATUS_9Q","ucs_tcga_pan_can_atlas_2018"
"Subtype","Subtype","STRING",true,"1","SUBTYPE","ucs_tcga_pan_can_atlas_2018"
"Tissue Prospective Collection Indicator","Tissue prospective collection indicator.","STRING",false,"1","TISSUE_PROSPECTIVE_COLLECTION_INDICATOR","ucs_tcga_pan_can_atlas_2018"
"Tissue Retrospective Collection Indicator","Tissue retrospective collection indicator.","STRING",false,"1","TISSUE_RETROSPECTIVE_COLLECTION_INDICATOR","ucs_tcga_pan_can_atlas_2018"
"Tissue Source Site","A Tissue Source Site collects samples (tissue, cell, or blood) and cliincal metadata which are then sent to tha Biospecimen Core Resource.","STRING",false,"1","TISSUE_SOURCE_SITE","ucs_tcga_pan_can_atlas_2018"
"Tumor Disease Anatomic Site","Text term that describes the anatomic site of the tumor or disease.","STRING",false,"1","TUMOR_TISSUE_SITE","ucs_tcga_pan_can_atlas_2018"
"Tumor Type","Tumor Type","STRING",false,"1","TUMOR_TYPE","ucs_tcga_pan_can_atlas_2018"
"Patient Weight","Weight measured in kilograms.","NUMBER",true,"1","WEIGHT","ucs_tcga_pan_can_atlas_2018"
"Diagnosis Age","Age at which a condition or disease was first diagnosed.","NUMBER",true,"1","AGE","urcc_mskcc_2016"
"Cancer Type","Cancer Type","STRING",false,"1","CANCER_TYPE","urcc_mskcc_2016"
"Cancer Type Detailed","Cancer Type Detailed","STRING",false,"1","CANCER_TYPE_DETAILED","urcc_mskcc_2016"
"Disease Free (Months)","Disease free (months) since initial treatment.","NUMBER",true,"1","DFS_MONTHS","urcc_mskcc_2016"
"Disease Free Status","Disease free status since initial treatment.","STRING",true,"1","DFS_STATUS","urcc_mskcc_2016"
"Fraction Genome Altered","Fraction Genome Altered","NUMBER",false,"20","FRACTION_GENOME_ALTERED","urcc_mskcc_2016"
"Gene Panel","Gene panel.","STRING",false,"1","GENE_PANEL","urcc_mskcc_2016"
"Matched Normal","Has matched normal.","STRING",false,"1","HAS_MATCHED_NORMAL","urcc_mskcc_2016"
"Other Cancer","Has other cancer.","STRING",true,"1","HAS_OTHER_CANCER","urcc_mskcc_2016"
"Other Kidney Condition","Has other kidney condition.","STRING",true,"1","HAS_OTHER_KIDNEY_CONDITION","urcc_mskcc_2016"
"Last Status","Last Status.","STRING",true,"1","LAST_STATUS","urcc_mskcc_2016"
"Local Recurrence","Local recurrence.","STRING",true,"1","LOCAL_RECURRENCE","urcc_mskcc_2016"
"Local Recurrence (months)","Local recurrence (months).","NUMBER",true,"1","LOCAL_RECURRENCE_MONTHS","urcc_mskcc_2016"
"Metastasis","Metastasis.","STRING",true,"1","METASTASIS","urcc_mskcc_2016"
"Mutation Count","Mutation Count","NUMBER",false,"30","MUTATION_COUNT","urcc_mskcc_2016"
"Oncotree Code","Oncotree Code","STRING",false,"1","ONCOTREE_CODE","urcc_mskcc_2016"
"Overall Survival (Months)","Overall survival in months since initial diagonosis.","NUMBER",true,"1","OS_MONTHS","urcc_mskcc_2016"
"Overall Survival Status","Overall patient survival status.","STRING",true,"1","OS_STATUS","urcc_mskcc_2016"
"Pathology Cancer Maximum Dimension (cm)","Pathology cancer maximum dimension (cm).","NUMBER",true,"1","PATH_CANCER_MAX_DIM_CM","urcc_mskcc_2016"
"Disease Surgical Margin Status","Text descriptor of the conclusive results following examination of tissue margin(s) for the presence of disease.","STRING",true,"1","PATH_MARGIN","urcc_mskcc_2016"
"American Joint Committee on Cancer Metastasis Stage Code","Code to represent the defined absence or presence of distant spread or metastases (M) to locations via vascular channels or lymphatics beyond the regional lymph nodes, using criteria established by the American Joint Committee on Cancer (AJCC).","STRING",true,"1","PATH_M_STAGE","urcc_mskcc_2016"
"Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code","The codes that represent the stage of cancer based on the nodes present (N stage) according to criteria based on multiple editions of the AJCC's Cancer Staging Manual.","STRING",true,"1","PATH_N_STAGE","urcc_mskcc_2016"
"American Joint Committee on Cancer Tumor Stage Code","Code of pathological T (primary tumor) to define the size or contiguous extension of the primary tumor (T), using staging criteria from the American Joint Committee on Cancer (AJCC).","STRING",true,"1","PATH_T_STAGE","urcc_mskcc_2016"
"Patient Death Reason","Text term to identify the cause of death for a patient.","STRING",true,"1","PATIENT_DEATH_REASON","urcc_mskcc_2016"
"Primary Tumor Site","Text term to describe the organ sub-division in an individual with cancer.","STRING",false,"1","PRIMARY_SITE","urcc_mskcc_2016"
"Race Category","The text for reporting information about race.","STRING",true,"1","RACE","urcc_mskcc_2016"
"Sex","Sex","STRING",true,"1","SEX","urcc_mskcc_2016"
"Time to Last Followup","Time to last followup.","NUMBER",true,"1","TIME_TO_LAST_FOLLOWUP","urcc_mskcc_2016"
"Time to Metastasis (months)","Time to metastasis (months).","NUMBER",true,"1","TIME_TO_MET_MONTHS","urcc_mskcc_2016"
"Adjuvant Chemotherapy","Adjuvant Chemotherapy","STRING",true,"1","ADJUVANT_CHEMO","utuc_mskcc_2013"
"Diagnosis Age","Age at which a condition or disease was first diagnosed.","NUMBER",true,"1","AGE","utuc_mskcc_2013"
"CIS","CIS.","STRING",true,"1","CIS","utuc_mskcc_2013"
"Disease Free (Months)","Disease free (months) since initial treatment.","NUMBER",true,"1","DFS_MONTHS","utuc_mskcc_2013"
"Disease Free Status","Disease free status since initial treatment.","STRING",true,"1","DFS_STATUS","utuc_mskcc_2013"
"Distant Recurrence","Distant recurrence.","STRING",true,"1","DISTANT_RECURRENCE","utuc_mskcc_2013"
"Fraction Genome Altered","Fraction Genome Altered","NUMBER",false,"20","FRACTION_GENOME_ALTERED","utuc_mskcc_2013"
"Neoplasm Histologic Grade","Numeric value to express the degree of abnormality of cancer cells, a measure of differentiation and aggressiveness.","STRING",false,"1","GRADE","utuc_mskcc_2013"
"Local Recurrence","Local recurrence.","STRING",true,"1","LOCAL_RECURRENCE","utuc_mskcc_2013"
"Mutation Count","Mutation Count","NUMBER",false,"30","MUTATION_COUNT","utuc_mskcc_2013"
"Neoadjuvant Chemotherapy","Neoadjuvant Chemotherapy.","STRING",true,"1","NEOADJ_CHEMO","utuc_mskcc_2013"
"Overall Survival (Months)","Overall survival in months since initial diagonosis.","NUMBER",true,"1","OS_MONTHS","utuc_mskcc_2013"
"Overall Survival Status","Overall patient survival status.","STRING",true,"1","OS_STATUS","utuc_mskcc_2013"
"Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code","The codes that represent the stage of cancer based on the nodes present (N stage) according to criteria based on multiple editions of the AJCC's Cancer Staging Manual.","STRING",true,"1","PATH_N_STAGE","utuc_mskcc_2013"
"American Joint Committee on Cancer Tumor Stage Code","Code of pathological T (primary tumor) to define the size or contiguous extension of the primary tumor (T), using staging criteria from the American Joint Committee on Cancer (AJCC).","STRING",true,"1","PATH_T_STAGE","utuc_mskcc_2013"
"Primary histology","Primary Histology","STRING",true,"1","PRIMARY_HISTOLOGY","utuc_mskcc_2013"
"Sex","Sex","STRING",true,"1","SEX","utuc_mskcc_2013"
"Smoking History","Smoking History","STRING",true,"1","SMOKING_HISTORY","utuc_mskcc_2013"
"Person Cigarette Smoking History Pack Year Value","Numeric computed value to represent lifetime tobacco exposure defined as number of cigarettes smoked per day x number of years smoked divided by 20.","NUMBER",true,"1","SMOKING_PACK_YEARS","utuc_mskcc_2013"
"Status","Status.","STRING",true,"1","STATUS","utuc_mskcc_2013"
"Surgery","Surgery.","STRING",true,"1","SURGERY","utuc_mskcc_2013"
"Time to distant recurrence","Time to distant recurrence","NUMBER",true,"1","TIME_TO_DISTANT_RECURRENCE","utuc_mskcc_2013"
"TIME_TO_LAST_FOLLOW_UP","TIME_TO_LAST_FOLLOW_UP","NUMBER",true,"1","TIME_TO_LAST_FOLLOW_UP","utuc_mskcc_2013"
"Time to local recurrence status","Time to local recurrence status","STRING",true,"1","TIME_TO_LOCAL_RECURRENCE_STATUS","utuc_mskcc_2013"
"Tumor Site","Tumor Site","STRING",true,"1","TUMOR_SITE","utuc_mskcc_2013"
"Urothelial Primary","Urothelial primary.","STRING",true,"1","UROTHELIAL_PRIMARY","utuc_mskcc_2013"
"Variant Histology","Variant Histology","STRING",true,"1","VARIANT_HISTOLOGY","utuc_mskcc_2013"
"Year of Surgery","Year of surgery.","NUMBER",false,"1","YEAR_OF_SURGERY","utuc_mskcc_2013"
"Diagnosis Age","Age at which a condition or disease was first diagnosed.","NUMBER",true,"1","AGE","uvm_tcga"
"Neoplasm Disease Stage American Joint Committee on Cancer Code"," The extent of a cancer, especially whether the disease has spread from the original site to other parts of the body based on AJCC staging criteria. ","STRING",true,"1","AJCC_CLINICAL_TUMOR_STAGE","uvm_tcga"
"Neoplasm American Joint Committee on Cancer Clinical Distant Metastasis M Stage","Extent of the distant metastasis for the cancer based on evidence obtained from clinical assessment parameters determined prior to treatment.","STRING",true,"1","AJCC_METASTASIS_CLINICAL_CM","uvm_tcga"
"American Joint Committee on Cancer Metastasis Stage Code"," Code to represent the defined absence or presence of distant spread or metastases (M) to locations via vascular channels or lymphatics beyond the regional lymph nodes, using criteria established by the American Joint Committee on Cancer (AJCC). ","STRING",true,"1","AJCC_METASTASIS_PATHOLOGIC_PM","uvm_tcga"
"American Joint Committee on Cancer Lymph Node Stage Code","The codes that represent the stage of cancer based on the nodes present (N stage) according to criteria based on multiple editions of the AJCC's Cancer Staging Manual.","STRING",true,"1","AJCC_NODES_CLINICAL_CN","uvm_tcga"
"American Joint Committee on Cancer Lymph Node Stage Code","The codes that represent the stage of cancer based on the nodes present (T stage) according to criteria based on multiple editions of the AJCC's Cancer Staging Manual.","STRING",true,"1","AJCC_NODES_CLINICAL_CT","uvm_tcga"
"Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code","The codes that represent the stage of cancer based on the nodes present (N stage) according to criteria based on multiple editions of the AJCC's Cancer Staging Manual.","STRING",true,"1","AJCC_NODES_PATHOLOGIC_PN","uvm_tcga"
"Neoplasm Disease Stage American Joint Committee on Cancer Code"," The extent of a cancer, especially whether the disease has spread from the original site to other parts of the body based on AJCC staging criteria. ","STRING",true,"1","AJCC_PATHOLOGIC_TUMOR_STAGE","uvm_tcga"
"American Joint Committee on Cancer Publication Version Type"," The version or edition of the American Joint Committee on Cancer Cancer Staging Handbooks, a publication by the group formed for the purpose of developing a system of clinical staging for cancer that is acceptable to the American medical profession and is compatible with other accepted classifications. ","STRING",true,"1","AJCC_STAGING_EDITION","uvm_tcga"
"American Joint Committee on Cancer Tumor Stage Code"," Code of pathological T (primary tumor) to define the size or contiguous extension of the primary tumor (T), using staging criteria from the American Joint Committee on Cancer (AJCC). ","STRING",true,"1","AJCC_TUMOR_PATHOLOGIC_PT","uvm_tcga"
"Cancer Type","Cancer type","STRING",false,"1","CANCER_TYPE","uvm_tcga"
"Cancer Type Detailed","Cancer type detailed","STRING",false,"1","CANCER_TYPE_DETAILED","uvm_tcga"
"Cause of death other","Death cause text","STRING",true,"1","CAUSE_OF_DEATH_OTHER","uvm_tcga"
"Cytogenetic abnormality type","Cytogenetic abnormality type","STRING",true,"1","CYTOGENETIC_ABNORMALITY_TYPE","uvm_tcga"
"Last Communication Contact from Initial Pathologic Diagnosis Date"," Time interval from the date of last followup to the date of initial pathologic diagnosis, represented as a calculated number of days.. ","NUMBER",true,"1","DAYS_LAST_FOLLOWUP","uvm_tcga"
