category,name,description,sampleListId,studyId
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (149 samples)","tgct_tcga_cnaseq","tgct_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (150 samples)","tgct_tcga_cna","tgct_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (156 samples)","tgct_tcga_rna_seq_v2_mrna","tgct_tcga"
"all_cases_in_study","All Tumors","All tumor samples (156 samples)","tgct_tcga_all","tgct_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (149 samples)","tgct_tcga_3way_complete","tgct_tcga"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (122 samples)","tgct_tcga_rppa","tgct_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (145 samples)","tgct_tcga_pan_can_atlas_2018_sequenced","tgct_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (144 samples)","tgct_tcga_pan_can_atlas_2018_cnaseq","tgct_tcga_pan_can_atlas_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (149 samples)","tgct_tcga_pan_can_atlas_2018_cna","tgct_tcga_pan_can_atlas_2018"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (149 samples)","tgct_tcga_pan_can_atlas_2018_rna_seq_v2_mrna","tgct_tcga_pan_can_atlas_2018"
"all_cases_in_study","All Tumors","All tumor samples (149 samples)","tgct_tcga_pan_can_atlas_2018_all","tgct_tcga_pan_can_atlas_2018"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (149 samples)","tgct_tcga_pan_can_atlas_2018_log2CNA","tgct_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (144 samples)","tgct_tcga_pan_can_atlas_2018_3way_complete","tgct_tcga_pan_can_atlas_2018"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (511 samples)","thca_tcga_methylation_hm450","thca_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (511 samples)","thca_tcga_methylation_all","thca_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (405 samples)","thca_tcga_sequenced","thca_tcga"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (399 samples)","thca_tcga_cnaseq","thca_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (499 samples)","thca_tcga_cna","thca_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (509 samples)","thca_tcga_rna_seq_v2_mrna","thca_tcga"
"all_cases_in_study","All Tumors","All tumor samples (516 samples)","thca_tcga_all","thca_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (397 samples)","thca_tcga_3way_complete","thca_tcga"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (224 samples)","thca_tcga_rppa","thca_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (490 samples)","thca_tcga_pan_can_atlas_2018_sequenced","thca_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (482 samples)","thca_tcga_pan_can_atlas_2018_cnaseq","thca_tcga_pan_can_atlas_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (497 samples)","thca_tcga_pan_can_atlas_2018_cna","thca_tcga_pan_can_atlas_2018"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (498 samples)","thca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna","thca_tcga_pan_can_atlas_2018"
"all_cases_in_study","All Tumors","All tumor samples (500 samples)","thca_tcga_pan_can_atlas_2018_all","thca_tcga_pan_can_atlas_2018"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (497 samples)","thca_tcga_pan_can_atlas_2018_log2CNA","thca_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (480 samples)","thca_tcga_pan_can_atlas_2018_3way_complete","thca_tcga_pan_can_atlas_2018"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (503 samples)","thca_tcga_pub_methylation_hm450","thca_tcga_pub"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (415 samples)","thca_tcga_pub_sequenced","thca_tcga_pub"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (399 samples)","thca_tcga_pub_cnaseq","thca_tcga_pub"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (496 samples)","thca_tcga_pub_cna","thca_tcga_pub"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (486 samples)","thca_tcga_pub_rna_seq_v2_mrna","thca_tcga_pub"
"all_cases_in_study","All Tumors","All tumor samples (528 samples)","thca_tcga_pub_all","thca_tcga_pub"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (388 samples)","thca_tcga_pub_3way_complete","thca_tcga_pub"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (222 samples)","thca_tcga_pub_rppa","thca_tcga_pub"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (126 samples)","thym_tcga_methylation_hm450","thym_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (124 samples)","thym_tcga_methylation_all","thym_tcga"
"all_cases_with_mutation_data","All Sequenced Tumors","All sequenced tumor samples (123 samples)","thym_tcga_sequenced","thym_tcga"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (123 samples)","thym_tcga_cnaseq","thym_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (123 samples)","thym_tcga_cna","thym_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (120 samples)","thym_tcga_rna_seq_v2_mrna","thym_tcga"
"all_cases_in_study","All Tumors","All tumor samples (126 samples)","thym_tcga_all","thym_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (119 samples)","thym_tcga_3way_complete","thym_tcga"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (90 samples)","thym_tcga_rppa","thym_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (123 samples)","thym_tcga_pan_can_atlas_2018_sequenced","thym_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (123 samples)","thym_tcga_pan_can_atlas_2018_cnaseq","thym_tcga_pan_can_atlas_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (123 samples)","thym_tcga_pan_can_atlas_2018_cna","thym_tcga_pan_can_atlas_2018"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (119 samples)","thym_tcga_pan_can_atlas_2018_rna_seq_v2_mrna","thym_tcga_pan_can_atlas_2018"
"all_cases_in_study","All Tumors","All tumor samples (123 samples)","thym_tcga_pan_can_atlas_2018_all","thym_tcga_pan_can_atlas_2018"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (123 samples)","thym_tcga_pan_can_atlas_2018_log2CNA","thym_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (119 samples)","thym_tcga_pan_can_atlas_2018_3way_complete","thym_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (117 samples)","thyroid_mskcc_2016_sequenced","thyroid_mskcc_2016"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (117 samples)","thyroid_mskcc_2016_cnaseq","thyroid_mskcc_2016"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (117 samples)","thyroid_mskcc_2016_cna","thyroid_mskcc_2016"
"all_cases_in_study","All Tumors","All tumor samples (117 samples)","thyroid_mskcc_2016_all","thyroid_mskcc_2016"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (16 samples)","uccc_nih_2017_sequenced","uccc_nih_2017"
"all_cases_in_study","All Tumors","All tumor samples (16 samples)","uccc_nih_2017_all","uccc_nih_2017"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (195 samples)","ucec_msk_2018_sequenced","ucec_msk_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (195 samples)","ucec_msk_2018_cnaseq","ucec_msk_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (197 samples)","ucec_msk_2018_cna","ucec_msk_2018"
"all_cases_in_study","All Tumors","All tumor samples (197 samples)","ucec_msk_2018_all","ucec_msk_2018"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (478 samples)","ucec_tcga_methylation_hm450","ucec_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (548 samples)","ucec_tcga_methylation_all","ucec_tcga"
"all_cases_with_mutation_data","All Sequenced Tumors","All sequenced tumor samples (248 samples)","ucec_tcga_sequenced","ucec_tcga"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (242 samples)","ucec_tcga_cnaseq","ucec_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (539 samples)","ucec_tcga_cna","ucec_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (177 samples)","ucec_tcga_rna_seq_v2_mrna","ucec_tcga"
"all_cases_in_study","All Tumors","All tumor samples (1032 samples)","ucec_tcga_all","ucec_tcga"
"all_cases_with_mrna_array_data","Tumor Samples with mRNA data (Agilent microarray)","All samples with mRNA expression data (54 samples)","ucec_tcga_mrna","ucec_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (7 samples)","ucec_tcga_3way_complete","ucec_tcga"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (440 samples)","ucec_tcga_rppa","ucec_tcga"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM27)","All samples with methylation (HM27) data (118 samples)","ucec_tcga_methylation_hm27","ucec_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (517 samples)","ucec_tcga_pan_can_atlas_2018_sequenced","ucec_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (509 samples)","ucec_tcga_pan_can_atlas_2018_cnaseq","ucec_tcga_pan_can_atlas_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (523 samples)","ucec_tcga_pan_can_atlas_2018_cna","ucec_tcga_pan_can_atlas_2018"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (527 samples)","ucec_tcga_pan_can_atlas_2018_rna_seq_v2_mrna","ucec_tcga_pan_can_atlas_2018"
"all_cases_in_study","All Tumors","All tumor samples (529 samples)","ucec_tcga_pan_can_atlas_2018_all","ucec_tcga_pan_can_atlas_2018"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (523 samples)","ucec_tcga_pan_can_atlas_2018_log2CNA","ucec_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (507 samples)","ucec_tcga_pan_can_atlas_2018_3way_complete","ucec_tcga_pan_can_atlas_2018"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (117 samples)","ucec_tcga_pub_methylation_all","ucec_tcga_pub"
"other","Subtype: Copy-number low (Endometriod) [90 samples]","Manuscript Subtype:  Copy-number low (Endometrioid).","ucec_tcga_pub_cnlow","ucec_tcga_pub"
"other","Manuscript: 232 core samples (Sequenced + GISTIC + RNA-Seq) [232 samples]","Core samples with full data (Sequenced + GISTIC + RNA-Seq)","ucec_tcga_pub_manuscript","ucec_tcga_pub"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (248 samples)","ucec_tcga_pub_sequenced","ucec_tcga_pub"
"all_cases_with_mutation_and_cna_data","Tumors with sequencing and CNA data","All tumor samples that have CNA and sequencing data (240 samples)","ucec_tcga_pub_cnaseq","ucec_tcga_pub"
"all_cases_with_cna_data","Tumors CNA","All tumors with CNA data (363 samples)","ucec_tcga_pub_cna","ucec_tcga_pub"
"all_cases_with_mrna_rnaseq_data","Tumors with mRNA data (RNA Seq V2)","All samples with mRNA expression data (333 samples)","ucec_tcga_pub_rna_seq_v2_mrna","ucec_tcga_pub"
"other","Subtype: POLE (Ultra-mutated) [17 samples]","Manuscript Subtype: POLE (Ultra-mutated).","ucec_tcga_pub_pole","ucec_tcga_pub"
"all_cases_in_study","All Tumors","All tumor samples (500 samples)","ucec_tcga_pub_all","ucec_tcga_pub"
"all_cases_with_mrna_array_data","Tumors with mRNA data (Agilent microarray)","All samples with mRNA expression data (54 samples)","ucec_tcga_pub_mrna","ucec_tcga_pub"
"other","Subtype: MSI (Hyper-mutated) [65 samples]","Manuscript Subtype:  MSI (hyper-mutated) tumors.","ucec_tcga_pub_msi","ucec_tcga_pub"
"other","Subtype: Copy-number high (Serous-like) [60 samples]","Manuscript Subtype:  Copy-number high (Serous-like).","ucec_tcga_pub_cnhigh","ucec_tcga_pub"
"all_cases_with_log2_cna_data","Tumors log2 copy-number","All tumors with log2 copy-number data (363 samples)","ucec_tcga_pub_log2CNA","ucec_tcga_pub"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (232 samples)","ucec_tcga_pub_3way_complete","ucec_tcga_pub"
"all_cases_with_rppa_data","Tumors with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (200 samples)","ucec_tcga_pub_rppa","ucec_tcga_pub"
"all_cases_with_methylation_data","Tumors with methylation data (HM27)","All samples with methylation (HM27) data (117 samples)","ucec_tcga_pub_methylation_hm27","ucec_tcga_pub"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (22 samples)","ucs_jhu_2014_sequenced","ucs_jhu_2014"
